timestamp_ns,w_x,w_y,w_z,a_x,a_y,a_z
5058827076212,0.090995997,0.026379000,0.106717996,9.458292961,0.366311997,1.482609034
5058828336577,0.088597998,0.026645999,0.105651997,9.452905655,0.361523986,1.490988970
5058829596943,0.086466998,0.027179001,0.104452997,9.439140320,0.348356009,1.487995982
5058830857306,0.085267000,0.026246000,0.103119999,9.430760384,0.347158998,1.481411934
5058832117672,0.083535001,0.024781000,0.102320999,9.422380447,0.353143990,1.463454962
5058833377983,0.081537001,0.024646999,0.101654999,9.419386864,0.351947010,1.447893023
5058834638349,0.079938002,0.023715001,0.100322999,9.426569939,0.350749999,1.449090004
5058835898714,0.077540003,0.023848001,0.099656001,9.426569939,0.356137007,1.449090004
5058837159077,0.074343003,0.023715001,0.098457001,9.411007881,0.361523986,1.455075979
5058838419443,0.072743997,0.021716001,0.096459001,9.404423714,0.356736004,1.440710068
5058839679806,0.071677998,0.020251000,0.094594002,9.409811020,0.340575010,1.427541971
5058840940172,0.069945998,0.019983999,0.092194997,9.417592049,0.328604013,1.434126019
5058842200535,0.067681000,0.019184999,0.090462998,9.427168846,0.319624990,1.423951030
5058843460900,0.065816000,0.017719001,0.089397997,9.428963661,0.311843991,1.421556950
5058844721266,0.064883001,0.016652999,0.087665997,9.435547829,0.296880990,1.413177013
5058845981629,0.063418001,0.016254000,0.085800000,9.464279175,0.286704987,1.398213029
5058847241995,0.061551999,0.015986999,0.084468000,9.480440140,0.280719995,1.398213029
5058848502358,0.059553999,0.014921000,0.083402000,9.481038094,0.260369003,1.389833927
5058849762724,0.057822000,0.013456000,0.082070000,9.496600151,0.255580992,1.376067042
5058851023089,0.056623001,0.012124000,0.081271000,9.524731636,0.254382998,1.367686987
5058852283452,0.055822998,0.011990000,0.081137002,9.548075676,0.229243994,1.361103058
5058853543818,0.054758001,0.011591000,0.080205001,9.556454659,0.204105005,1.352723002
5058854804181,0.053692002,0.010125000,0.079405002,9.556454659,0.174178004,1.345541000
5058856064547,0.052891999,0.009326000,0.079539001,9.564236641,0.165797994,1.332373023
5058857324910,0.051693000,0.008393000,0.079405002,9.571418762,0.179564998,1.322795987
5058858585275,0.051560000,0.008393000,0.078872003,9.567229271,0.167594001,1.314415932
5058859845641,0.051293999,0.008260000,0.078606002,9.567229271,0.155024007,1.300650001
5058861106004,0.050494000,0.007460000,0.078206003,9.563038826,0.144250005,1.300050974
5058862366370,0.049828000,0.007061000,0.077540003,9.543287277,0.133476004,1.291671038
5058863626733,0.049162000,0.006395000,0.077540003,9.537302017,0.129885003,1.282693028
5058864887099,0.049961001,0.005862000,0.076075003,9.557053566,0.120907001,1.288679004
5058866147464,0.049695000,0.004396000,0.075009003,9.556454659,0.117315002,1.287481070
5058867407827,0.049828000,0.003597000,0.074476004,9.543886185,0.119111001,1.275510073
5058868668193,0.050494000,0.002264000,0.073009998,9.552864075,0.105943002,1.267729044
5058869928556,0.050627001,0.000799000,0.071544997,9.563637733,0.099956997,1.243787050
5058871188922,0.051560000,0.000532000,0.071011998,9.569025040,0.109534003,1.209071040
5058872449285,0.052092999,-0.000399000,0.070345998,9.577404976,0.087986000,1.168370008
5058873709650,0.051293999,-0.001865000,0.069545999,9.590573311,0.055066001,1.097741008
5058874970016,0.051160000,-0.002931000,0.069412999,9.589974403,0.027533000,1.039083004
5058876230379,0.052226000,-0.003996000,0.070478998,9.588776588,-0.009577000,1.026512980
5058877490745,0.052891999,-0.005595000,0.071410999,9.603740692,-0.040103000,1.024119020
5058878751108,0.053692002,-0.007727000,0.072343998,9.616909027,-0.068235002,1.029505968
5058880011422,0.055957001,-0.009992000,0.073942997,9.604937553,-0.121505998,1.056440949
5058881271837,0.058355000,-0.013589000,0.074874997,9.585186005,-0.159215003,1.124076962
5058882532150,0.061019000,-0.017453000,0.076341003,9.571418762,-0.143053994,1.237203002
5058883792516,0.065150000,-0.020251000,0.077140003,9.565433502,-0.119710997,1.352723002
5058885052879,0.069545999,-0.022116000,0.076341003,9.538498878,-0.080805004,1.419162989
5058886313245,0.073276997,-0.023448000,0.073810004,9.487024307,-0.011373000,1.417964935
