timestamp_ns,tx,ty,tz,qx,qy,qz,qw
5064506578000,0.895814000,2.156297000,0.157379000,-0.127435209,0.793505128,-0.592756139,0.052440816
5064507825000,0.895828000,2.156277000,0.157386000,-0.127336368,0.793506349,-0.592782465,0.052364809
5064509072000,0.895841000,2.156257000,0.157392000,-0.127235406,0.793507670,-0.592809061,0.052289062
5064510319000,0.895853000,2.156236000,0.157399000,-0.127132430,0.793509270,-0.592835687,0.052213325
5064511566000,0.895865000,2.156214000,0.157406000,-0.127027848,0.793511208,-0.592862189,0.052137449
5064512813000,0.895876000,2.156192000,0.157413000,-0.126922003,0.793513341,-0.592888669,0.052061600
5064514060000,0.895887000,2.156169000,0.157421000,-0.126814908,0.793515652,-0.592915129,0.051985951
5064515307000,0.895897000,2.156146000,0.157429000,-0.126706372,0.793518193,-0.592941551,0.051910406
5064516554000,0.895906000,2.156122000,0.157436000,-0.126595945,0.793521121,-0.592967843,0.051834679
5064517801000,0.895915000,2.156097000,0.157444000,-0.126483606,0.793524425,-0.592994075,0.051758200
5064519048000,0.895923000,2.156072000,0.157452000,-0.126369554,0.793527969,-0.593020353,0.051681326
5064520295000,0.895931000,2.156046000,0.157460000,-0.126253967,0.793531683,-0.593046694,0.051604481
5064521542000,0.895938000,2.156020000,0.157469000,-0.126137373,0.793535612,-0.593072958,0.051527291
5064522789000,0.895944000,2.155993000,0.157477000,-0.126019877,0.793539779,-0.593099087,0.051449805
5064524036000,0.895950000,2.155965000,0.157486000,-0.125900926,0.793544073,-0.593125323,0.051372302
5064525283000,0.895955000,2.155937000,0.157495000,-0.125780608,0.793548526,-0.593151628,0.051294468
5064526530000,0.895960000,2.155909000,0.157504000,-0.125658851,0.793553372,-0.593177702,0.051216336
5064527777000,0.895964000,2.155880000,0.157513000,-0.125535805,0.793558491,-0.593203649,0.051138187
5064528608000,0.895967000,2.155860000,0.157519000,-0.125453483,0.793561923,-0.593220960,0.051086115
5064529024000,0.895968000,2.155850000,0.157522000,-0.125411881,0.793563583,-0.593229807,0.051059719
5064530271000,0.895972000,2.155818000,0.157531000,-0.125286464,0.793568781,-0.593256184,0.050980314
5064531518000,0.895974000,2.155787000,0.157540000,-0.125159779,0.793574383,-0.593282286,0.050900464
5064532765000,0.895977000,2.155754000,0.157550000,-0.125031764,0.793580370,-0.593308175,0.050819915
5064534012000,0.895978000,2.155722000,0.157559000,-0.124902626,0.793586716,-0.593333850,0.050738562
5064535259000,0.895979000,2.155688000,0.157568000,-0.124771907,0.793593464,-0.593359327,0.050656637
5064536506000,0.895980000,2.155654000,0.157577000,-0.124639278,0.793600753,-0.593384472,0.050574339
5064537753000,0.895980000,2.155620000,0.157586000,-0.124505659,0.793608675,-0.593408973,0.050491600
5064539000000,0.895979000,2.155585000,0.157595000,-0.124371681,0.793617219,-0.593432704,0.050408541
5064540247000,0.895978000,2.155550000,0.157603000,-0.124236961,0.793626787,-0.593455240,0.050324729
5064541494000,0.895977000,2.155514000,0.157611000,-0.124100969,0.793637354,-0.593476719,0.050240257
5064542741000,0.895974000,2.155477000,0.157619000,-0.123963678,0.793648571,-0.593497588,0.050155420
5064543988000,0.895972000,2.155440000,0.157627000,-0.123825210,0.793660578,-0.593517629,0.050070238
5064545235000,0.895968000,2.155403000,0.157634000,-0.123685783,0.793673568,-0.593536536,0.049984745
5064546482000,0.895965000,2.155365000,0.157642000,-0.123545389,0.793687458,-0.593554430,0.049898840
5064547729000,0.895960000,2.155326000,0.157649000,-0.123403620,0.793702375,-0.593571215,0.049812647
5064548976000,0.895955000,2.155287000,0.157655000,-0.123260381,0.793718365,-0.593586828,0.049726387
5064550223000,0.895950000,2.155248000,0.157662000,-0.123116069,0.793735256,-0.593601462,0.049639514
5064551470000,0.895944000,2.155208000,0.157668000,-0.122970903,0.793752780,-0.593615451,0.049551774
5064552717000,0.895937000,2.155167000,0.157674000,-0.122825135,0.793770914,-0.593628756,0.049463337
